0000008	群宠
0000012	精灵的祝福
0000100	椅子大师
0001000	蜗牛投掷术
0001001	团队治疗
0001002	疾风步
0001003	匠人之魂
0001004	骑兽技能
0001005	英雄之回声
0001006	向下跳跃
0001007	锻造
0001009	流星竹雨
0001010	金刚霸体
0001011	狂暴战魂
0001013	宇宙船
0001014	超时空冲锋
0001015	太空射线
0001017	白雪人骑宠
0001018	白雪人骑宠
0001019	魔女的扫把
0001020	法老王的愤怒
0001031	蝙蝠怪
0009000	猪猪的弱点
0009001	木妖的弱点
0009002	绿水灵的弱点
1000000	生命恢复
1000001	生命加强
10000012	精灵的祝福
10000013	战精灵
10000018	群宠
1000002	恢复术
10000100	椅子大师
10001000	蜗牛投掷术
10001001	团队治疗
10001002	疾风步
10001003	匠人之魂
10001004	骑兽技能
10001005	英雄之回声
10001006	向下跳跃
10001007	锻造
10001009	流星竹雨
10001010	金刚霸体
10001011	狂暴战魂
10001014	宇宙船
10001015	超时空冲锋
10001016	太空射线
10001019	白雪人骑宠
10001020	法老王的愤怒
10001022	白雪人骑宠
10001023	魔女的扫把
10001031	蝙蝠怪
10009000	猪猪的弱点
10009001	木妖的弱点
10009002	绿水灵的弱点
1001003	圣甲术
1001004	强力攻击
1001005	群体攻击
1100000	精准剑
11000000	生命加强
1100001	精准斧
1100002	终极剑
1100003	终极斧
11001001	圣甲术
11001002	强力攻击
11001003	群体攻击
11001004	魂精灵
1101004	快速剑
1101005	快速斧
1101006	愤怒之火
1101007	伤害反击
1110000	魔力恢复
11100000	精准剑
1110001	盾防精通
11101001	快速剑
11101002	终极剑
11101003	愤怒之火
11101004	灵魂之刃
11101005	灵魂迅移
11110000	魔力恢复
11110005	进阶斗气
1111002	斗气集中
1111003	狂乱之剑
1111004	狂乱之斧
1111005	气绝剑
1111006	气绝斧
1111007	防御崩坏
1111008	虎咆哮
11111001	斗气集中
11111002	恐慌
11111003	昏迷
11111004	轻舞飞扬
11111006	灵魂突刺
11111007	灵魂属性
1120003	进阶斗气
1120004	阿基里斯
1120005	寒冰盾
1121000	冒险岛勇士
1121001	磁石
1121002	稳如泰山
1121006	突进
1121008	轻舞飞扬
1121010	葵花宝典
1121011	勇士的意志
1200000	精准剑
12000000	魔力强化
1200001	精准钝器
1200002	终极剑
1200003	终极钝器
12001001	魔法盾
12001002	魔法铠甲
12001003	魔法双击
12001004	炎精灵
1201004	快速剑
1201005	快速钝器
1201006	压制术
1201007	伤害反击
1210000	魔力恢复
1210001	盾防精通
12101000	精神力
12101001	缓速术
12101002	火焰箭
12101003	快速移动
12101004	魔法狂暴
12101005	自然力重置
12101006	火柱
12110000	魔法抗性
12110001	魔力激化
1211002	属性攻击
1211003	烈焰之剑
1211004	烈焰钝器
1211005	寒冰之剑
1211006	寒冰钝器
1211007	雷电之击：剑
1211008	雷电之击：钝器
1211009	魔击无效
12111002	封印术
12111003	天降落星
12111004	火魔兽
12111005	火牢术屏障
12111006	火风暴
1220005	阿基里斯
1220006	寒冰掌
1220010	万佛归一破
1221000	冒险岛勇士
1221001	磁石
1221002	稳如泰山
1221003	圣灵之剑
1221004	圣灵之锤
1221007	突进
1221009	连环环破
1221011	圣域
1221012	勇士的意志
1300000	精准枪
13000000	强力箭
13000001	远程箭
1300001	精准矛
1300002	终极枪
1300003	终极矛
13001002	集中术
13001003	二连射
13001004	风精灵
1301004	快速枪
1301005	快速矛
1301006	极限防御
1301007	神圣之火
1310000	魔法抗性
13100000	精准弓
13100004	疾风步
13101001	快速箭
13101002	终极弓
13101003	无形箭
13101005	暴风射击
13101006	风影漫步
13110003	神箭手
1311001	枪连击
1311002	矛连击
1311003	无双枪
1311004	无双矛
1311005	龙之献祭
1311006	龙咆哮
1311007	力量崩坏
1311008	龙之魂
13111000	箭雨
13111001	箭扫射
13111002	暴风箭雨
13111004	替身术
13111005	信天翁
13111006	风灵穿越
13111007	疾风扫射
1320005	阿基里斯
1320006	恶龙附身
1320008	灵魂治愈
1320009	灵魂祝福
1321000	冒险岛勇士
1321001	磁石
1321002	稳如泰山
1321003	突进
1321007	灵魂助力
1321010	勇士的意志
14000000	集中术
14000001	远程暗器
14001002	诅咒术
14001003	隐身术
14001004	双飞斩
14001005	夜精灵
14100000	精准暗器
14100001	强力投掷
14100005	驱逐
14101002	快速暗器
14101003	轻功
14101004	二段跳
14101006	吸血
14110003	药剂精通
14110004	武器用毒液
14111000	影分身
14111001	影网术
14111002	多重飞镖
14111005	三连环光击破
14111006	毒炸弹
15000000	快动作
15001001	百裂拳
15001002	半月踢
15001003	疾驰
15001004	雷精灵
15100000	强体术
15100001	精准拳
15100004	能量获得
15101002	急速拳
15101003	贯骨击
15101005	能量爆破
15101006	雷鸣
15110000	必杀拳
15111001	能量耗转
15111002	超人变形
15111003	碎石乱击
15111004	光速拳
15111005	极速领域
15111006	闪光击
15111007	鲨鱼波
2000000	魔力恢复
2000001	魔力强化
20000012	精灵的祝福
20000014	教程技能
20000015	教程技能
20000016	教程技能
20000017	教程技能
20000018	教程技能
20000024	群宠
20000100	椅子大师
20001000	蜗牛投掷术
20001001	团队治疗
20001002	疾风步
20001003	匠人之魂
20001004	骑兽技能
20001005	英雄的回声
20001006	向下跳跃
20001007	锻造
20001009	流星竹雨
20001010	金刚霸体
20001011	狂暴战魂
20001013	战精灵
20001019	白雪人骑宠
20001020	法老王的愤怒
20001022	白雪人骑宠
20001023	魔女的扫把
20001031	蝙蝠怪
20009000	猪猪的弱点
20009001	木妖的弱点
20009002	绿水灵的弱点
2001002	魔法盾
2001003	魔法铠甲
2001004	魔法弹
2001005	魔法双击
2100000	魔力吸收
21000000	矛连击强化
21000002	双重重击
21001001	战斗步伐
21001003	快速矛
2101001	精神力
2101002	快速移动
2101003	缓速术
2101004	火焰箭
2101005	毒雾术
2110000	火毒抗性
21100000	精准矛
21100001	三重重击
21100002	战神突进
21100004	斗气爆裂
21100005	连环吸血
2110001	魔力激化
21101003	抗压
21110000	爆击强化
21110002	全力挥击
21110003	终极投掷
21110004	幻影狼牙
21110006	旋风
21110007	（隐藏）全力挥击- 双重重击
21110008	(hidden) 全力挥击 - 三重重击
2111002	末日烈焰
2111003	致命毒雾
2111004	封印术
2111005	魔法狂暴
2111006	火毒合击
21111001	灵巧击退
21111005	冰雪矛
21120001	攻击策略
21120002	战神之舞
21120004	防守策略
21120005	巨熊咆哮
21120006	钻石星辰
21120007	战神之盾
21120009	(隐藏) 战神之舞- 双重重击
21120010	(隐藏) 战神之舞 - 三重重击
21121000	冒险岛勇士
21121003	战神的意志
21121008	勇士的意志
2121000	冒险岛勇士
2121001	创世之破
2121002	魔法反击
2121003	火凤球
2121004	终极无限
2121005	冰破魔兽
2121006	连环爆破
2121007	天降落星
2121008	勇士的意志
2200000	魔力吸收
2201001	精神力
2201002	快速移动
2201003	缓速术
2201004	冰冻术
2201005	雷电术
2210000	冰雷抗性
2210001	魔力激化
2211002	冰咆哮
2211003	落雷枪
2211004	封印术
2211005	魔法狂暴
2211006	冰雷合击
2221000	冒险岛勇士
2221001	创世之破
2221002	魔法反击
2221003	冰凤球
2221004	终极无限
2221005	火破魔兽
2221006	链环闪电
2221007	落霜冰破
2221008	勇士的意志
2300000	魔力吸收
2301001	快速移动
2301002	群体治愈
2301003	神之保护
2301004	祝福
2301005	圣箭术
2310000	魔法抗性
2311001	净化
2311002	时空门
2311003	神圣祈祷
2311004	圣光
2311005	巫毒术
2311006	圣龙召唤
2321000	冒险岛勇士
2321001	创世之破
2321002	魔法反击
2321003	强化圣龙
2321004	终极无限
2321005	圣灵之盾
2321006	复活术
2321007	光芒飞箭
2321008	圣光普照
2321009	勇士的意志
3000000	精准箭
3000001	强力箭
3000002	远程箭
3001003	集中术
3001004	断魂箭
3001005	二连射
3100000	精准弓
3100001	终极弓
3101002	快速箭
3101003	强弓
3101004	无形箭
3101005	爆炸箭
3110000	疾风步
3110001	贯穿箭
3111002	替身术
3111003	烈火箭
3111004	箭雨
3111005	银鹰召唤
3111006	箭扫射
3120005	神箭手
3121000	冒险岛勇士
3121002	火眼晶晶
3121003	飞龙冲击波
3121004	暴风箭雨
3121006	火凤凰
3121007	击退箭
3121008	集中精力
3121009	勇士的意志
3200000	精准弩
3200001	终极弩
3201002	快速弩
3201003	强弩
3201004	无形箭
3201005	穿透箭
3210000	疾风步
3210001	贯穿箭
3211002	替身术
3211003	寒冰箭
3211004	升龙弩
3211005	金鹰召唤
3211006	箭扫射
3220004	神弩手
3221000	冒险岛勇士
3221001	穿透箭
3221002	火眼晶晶
3221003	飞龙冲击波
3221005	冰凤凰
3221006	刺眼箭
3221007	一击要害箭
3221008	勇士的意志
4000000	集中术
4000001	远程暗器
4001002	诅咒术
4001003	隐身术
4001334	二连击
4001344	双飞斩
4100000	精准暗器
4100001	强力投掷
4100002	恢复术
4101003	快速暗器
4101004	轻功
4101005	生命吸收
4110000	药剂精通
4111001	聚财术
4111002	影分身
4111003	影网术
4111004	金钱攻击
4111005	多重飞镖
4111006	二段跳
4120002	假动作
4120005	武器用毒液
4121000	冒险岛勇士
4121003	挑衅
4121004	忍者伏击
4121006	暗器伤人
4121007	三连环光击破
4121008	忍者冲击
4121009	勇士的意志
4200000	精准短刀
4200001	恢复术
4201002	快速短刀
4201003	轻功
4201004	神通术
4201005	回旋斩
4210000	强化盾
4211001	转化术
4211002	落叶斩
4211003	敛财术
4211004	分身术
4211005	金钱护盾
4211006	金钱炸弹
4220002	假动作
4220005	武器用毒液
4221000	冒险岛勇士
4221001	暗杀
4221003	挑衅
4221004	忍者伏击
4221006	烟雾弹
4221007	一出双击
4221008	勇士的意志
5000000	快动作
5001001	百裂拳
5001002	半月踢
5001003	双弹射击
5001005	疾驰
5100000	强体术
5100001	精准拳
5101002	回马
5101003	升龙连击
5101004	贯骨击
5101005	生命分流
5101006	急速拳
5101007	橡木伪装
5110000	迷惑攻击
5110001	能量获得
5111002	能量爆破
5111004	能量耗转
5111005	超人变形
5111006	碎石乱击
5121000	冒险岛勇士
5121001	潜龙出渊
5121002	超能量
5121003	超级变身
5121004	金手指
5121005	索命
5121007	光速拳
5121008	勇士的意志
5121009	极速领域
5121010	伺机待发
5200000	精准枪
5201001	快枪手
5201002	投弹攻击
5201003	速射
5201004	迷惑射击
5201005	轻羽鞋
5201006	激退射杀
5210000	三连射杀
5211001	章鱼炮台
5211002	海鸥空袭
5211004	烈焰喷射
5211005	寒冰喷射
5211006	导航
5220001	属性强化
5220002	超级章鱼炮台
5220011	导航辅助
5221000	冒险岛勇士
5221003	地毯式空袭
5221004	金属风暴
5221006	武装
5221007	急速射
5221008	重量炮击
5221009	心灵控制
5221010	勇士的意志
8001000	宏指令测试
8001001	快速移动
9001000	治愈+魔法无效
9001001	轻功
9001002	圣化之力
9001003	祝福
9001004	隐藏术
9001005	复活
9001006	超级狂龙斩
9001007	缩地大法
9001008	神圣之火
9001009	测试外挂
9101000	治愈+魔法无效
9101001	轻功(超级)
9101002	圣化之力
9101003	祝福
9101004	隐藏术
9101005	复活
9101008	神圣之火
###TOTAL	542
